Table S4 Co-expression module assignments,,,,,,,,,,,,,,
gene_name,module,color,kME_pink,kME_blue,kME_grey,kME_yellow,kME_turquoise,kME_brown,kME_red,kME_black,kME_greenyellow,kME_green,kME_purple,kME_magenta
ASB15,blue,blue,-0.005352688,0.16836965,0.05297688,-0.010373562,0.032338536,-0.02637047,0.003511776,0.001886673,0.008855161,0.017966181,-0.012578996,-0.028950742
ANKRD44,turquoise,turquoise,-0.018009388,0.027888943,0.101581372,-0.049814726,0.151382659,-0.095841183,0.010412234,0.053131291,-0.053129764,0.027323845,0.062230651,0.100940526
ARHGAP20,yellow,yellow,-0.041164738,0.009764139,0.048773981,0.105308168,0.068770476,0.008535122,-0.064954874,-0.017430208,0.171199928,-0.006017829,-0.040519438,-0.03403646
AC135050.3,brown,brown,-0.030048327,-0.029644102,-0.030551274,0.033478605,-0.087985824,0.148191213,0.113538407,-0.013304708,0.009121747,-0.012711596,0.048648908,-0.03021621
CPNE5,blue,blue,-0.008823789,0.550321536,0.077538933,-0.024483244,0.04865802,-0.060477548,0.050968304,-0.002286343,0.073815046,-0.075110733,-0.08819074,-0.090641709
EPHA1-AS1,blue,blue,-0.024514981,0.288740539,0.047241083,-0.027320757,0.002342521,0.035799334,0.1057676,-0.013256046,0.024813331,-0.059205684,-0.002568127,-0.061318321
ZEB1-AS1,turquoise,turquoise,-0.020313761,0.067858561,0.126949397,-0.039719631,0.204712662,-0.128086998,-0.059429685,0.015979684,0.02856815,0.071417303,-0.024227157,0.010814293
PRKY,brown,brown,-0.048746838,-0.019888096,0.002216434,-0.03603682,-0.0953452,0.205020134,0.042486602,-0.032035921,0.038352947,-0.037910953,0.019957184,-0.104762912
AGBL3,blue,blue,-0.019944688,0.335013281,0.074555203,0.071394322,0.0978504,-0.074772877,0.022828529,-0.000108097,0.026393724,-0.018537415,-0.072306031,-0.055631436
CALN1,black,black,0.007622699,0.012722925,0.002203805,0.019940368,0.020759632,-0.021829961,0.00384587,0.166622215,-0.021748687,0.039753985,0.002444502,0.005455817
DEPP1,turquoise,turquoise,-0.017543011,0.041473029,0.082174408,-0.027370963,0.092462898,-0.096568097,0.030686247,-0.020855543,-0.010774327,-0.059080167,0.003044809,0.126769131
AL390957.1,blue,blue,-0.032232642,0.183210338,0.056785644,-0.013117028,0.024154169,0.045388552,0.0494753,-0.010475709,-0.017492756,0.017229741,0.045189149,-0.04262093
CYTH1,brown,brown,0.055759417,0.115412636,-0.058556711,0.016196654,-0.113407789,0.151345467,0.134208971,-0.044263706,0.048799043,-0.120402643,-0.001713473,-0.043132442
ZCWPW2,blue,blue,-0.034275899,0.428049773,0.106267605,-0.021959282,0.120246245,-0.089274423,0.046912442,-0.014749204,0.060592639,-0.046198525,-0.044910626,-0.033037262
GHR,turquoise,turquoise,-0.062463975,0.107342349,0.145019986,-0.127505558,0.189538923,-0.118854962,0.083630239,-0.039091101,-0.122093229,-0.033689772,0.060136478,0.071402854
PLCG2,turquoise,turquoise,0.109580696,-0.048511645,0.08065299,0.039130379,0.247327378,-0.282931114,-0.039879641,0.189750898,-0.035088699,0.183396008,0.001267689,0.215400315
AL136985.3,blue,blue,-7.84E-05,0.242908088,0.10505944,-0.02445927,0.176259237,-0.150218444,-0.090922106,-0.006171458,0.030017268,-0.014512962,-0.095451109,-0.071004933
SYNM,brown,brown,-0.013364349,0.031559011,0.009827476,0.039189128,-0.050491958,0.078636542,0.062146897,-0.008290487,0.017394243,-0.047174785,-0.031901339,-0.01934605
RASGEF1C,blue,blue,-0.003509016,0.403138744,0.007209538,0.015880718,0.023494528,-0.052419824,-0.018430849,0.023206659,0.074267746,-0.042772001,-0.084008413,-0.083515846
LINC00271,blue,blue,-0.007512785,0.101801262,0.053004991,0.027991875,0.087582233,-0.066367964,-0.00167648,-0.003334044,-0.001718083,-0.012038111,-0.03377209,-0.007476294
TXNRD1,brown,brown,-0.074877857,-0.119081945,-0.057348158,-0.03935593,-0.213898223,0.336370001,0.024414781,-0.04442066,0.014798603,-0.001233692,0.09824539,-0.153904554
MXI1,turquoise,turquoise,-0.029334952,0.050891601,0.123251087,-0.046768179,0.119854781,-0.088589717,-0.026363901,-0.014088699,-0.001420878,-0.007055776,-0.002419613,0.052552492
MOB4,magenta,magenta,-0.029492868,0.04970017,0.172768291,-0.057077048,0.266888873,-0.234265114,-0.038975414,0.006696763,-0.016475356,0.078911799,0.030532653,0.373441159
DOCK3,yellow,yellow,0.00332976,0.138531261,-0.060722203,0.198777014,-0.06325601,0.041492593,0.034458424,0.023138312,-0.021851074,-0.046901284,-0.052700747,-0.063375045
CCNG2,blue,blue,-0.074970502,0.243288964,0.142860777,-0.118456617,0.095400444,0.033787038,0.172850944,-0.055813333,-0.090411761,-0.032871552,0.157609284,0.040908514
AC084816.1,blue,blue,0.015591641,0.199191586,-0.030759115,0.235724058,0.034654768,-0.063314309,-0.047684268,0.041713091,-0.014671322,0.021270826,-0.070015857,-0.028319352
PTPRD,turquoise,turquoise,-0.071788361,0.033530277,0.117166458,0.012201075,0.172752472,-0.007001328,0.001493843,-0.04702643,-0.018428742,0.050535258,0.072952433,0.016201797
WNT5B,red,red,-0.026601863,0.059673439,0.041666564,-0.006148538,-0.014574225,0.050988695,0.20358899,-0.028758794,-0.076735525,-0.058362969,0.096374678,0.036039114
ZFAND2A,magenta,magenta,-0.025831783,-0.078967613,0.099136721,-0.039410873,0.106633309,-0.109090189,-0.026494971,0.005143341,-0.02432947,0.071143839,0.038076469,0.260904429
EPB41,yellow,yellow,0.012939735,-0.007803069,-0.082598402,0.267622748,-0.020529314,-0.014975303,-0.057592838,0.021061171,-0.034191564,-0.016521414,-0.046201147,-0.028290357
FOSB,magenta,magenta,-0.007707593,-0.131179813,0.116329625,-0.087446341,-0.001259073,-0.070261478,0.334550078,-0.059686991,-0.262063436,-0.032634208,0.323487673,0.651932103
LINC01257,blue,blue,-0.024064822,0.446219027,0.044456165,-0.023578831,0.026973937,0.018358866,0.053645217,-0.025010819,0.122514723,-0.110039865,-0.105728483,-0.125019998
FERMT1,brown,brown,-0.009796582,-0.030185709,0.009827366,-0.023331195,-0.01756884,0.060388014,-0.023944154,-0.014538966,-0.041491478,0.057628318,0.058074698,-0.032095951
LINC00598,yellow,yellow,-0.007581833,0.218943053,-0.062668298,0.25416493,-0.050403451,0.053695441,0.032929644,0.00540232,0.008418181,-0.057976365,-0.044872103,-0.095225606
AC018754.1,blue,blue,-0.020298116,0.180631061,0.049849645,0.007748354,0.05098597,-0.003124272,0.048717334,0.00123325,-0.009490781,-0.008274169,0.008872111,-0.035331395
PSD3,brown,brown,-0.034760544,0.008101305,-0.169305263,0.33933111,-0.129566512,0.209328796,-0.097891352,0.112691165,0.234956329,-0.044438092,-0.185859606,-0.182557709
CPNE8-AS1,blue,blue,-0.011283949,0.098318397,0.024896065,0.004056073,-0.020110472,0.042602397,0.088240821,-0.004977535,0.011542168,-0.038348636,0.024034352,-0.012073888
PATL2,blue,blue,0.004988584,0.181016653,0.047674803,-0.000459103,0.051200526,-0.037382366,0.016133137,-0.005525423,0.027798353,-0.023310913,-0.037335706,-0.016144272
PPM1L,red,red,-0.062685141,0.006034753,-0.005985454,0.111368152,-0.025313065,0.085507592,0.121007152,-0.063381442,0.024205522,-0.130568145,0.026144705,0.024250408
RAB7B,green,green,0.001274854,-0.039493606,0.039384251,-0.012786865,0.045778247,-0.013229868,-0.055985076,0.051106857,0.0289454,0.101467149,0.016735569,0.008802953
MCF2,blue,blue,-0.004286057,0.180753313,0.003404241,0.047420998,0.005415424,0.011730521,0.00336978,0.010685477,0.012882346,-0.000822523,-0.041504004,-0.06041152
HEYL,green,green,-0.032433879,-0.024467721,0.055923384,-0.025105321,0.059400996,-0.032853205,0.006084615,0.024790474,-0.066733982,0.147913761,0.089357178,0.066614793
PHACTR2,turquoise,turquoise,0.028803227,0.093327155,0.085750361,0.024014281,0.18073902,-0.116971154,-0.084022383,0.038518806,0.046538491,0.070649426,-0.037307214,-0.007954028
FRMD6,brown,brown,-0.081004487,-0.057604292,0.045279635,-0.068131344,-0.05795589,0.171517465,0.058125149,0.017372652,-0.011339524,0.179361404,0.174074467,-0.033230503
LINC00603,blue,blue,-0.001906183,0.266384184,0.003033268,0.021521184,-0.027258685,0.026256591,0.057378395,0.001297438,-0.003871091,-0.041936549,-0.029119171,-0.064711629
RBPJ,greenyellow,greenyellow,-0.035974429,0.014062317,0.052161746,-0.021196677,0.062881729,-0.011236484,-0.121579844,0.065556613,0.161913701,0.047063882,-0.078611441,-0.064817605
IFIH1,red,red,-0.006298793,0.042618776,0.028841973,0.006145894,-0.011876756,0.054237798,0.085106113,-0.023737353,0.021758684,-0.058260129,-0.004564892,-0.029110577
MAPT,blue,blue,-0.016659983,0.166543951,0.076217717,-0.021807271,0.103169609,-0.070466515,-0.013079663,0.021621462,0.007356134,0.005770185,-0.022790694,-0.017671932
HMGA2,yellow,yellow,0.034006459,-0.004303899,-0.220167513,0.504685635,-0.151683572,0.084283085,-0.114635815,0.064468411,-0.040997263,-0.019384247,-0.14300655,-0.123575389
LAPTM5,black,black,0.058273057,-0.006521711,-0.025240043,-0.00400649,0.006431104,-0.034983564,-0.001866851,0.186426631,-0.024630516,0.021788603,-0.008486709,0.014933089
GLCCI1,yellow,yellow,0.010539706,0.037870316,-0.089645011,0.324549148,-0.021461624,0.010520617,-0.033145978,0.060085374,-0.043020338,-0.011246454,-0.061185914,-0.015969593
CLVS1,blue,blue,-0.011257324,0.197824168,0.072254195,-0.020395432,0.078186093,-0.061094208,0.013641837,-0.001311212,0.004477088,-0.003677236,-0.00984799,-0.022643624
MEIS1,turquoise,turquoise,-0.016348436,0.025011938,0.11371703,0.020318418,0.254201837,-0.150737537,-0.091729233,0.021675447,-0.018849034,0.078028326,-0.034719551,0.048259222
AC019131.1,brown,brown,-0.02428465,0.059450417,-0.019177885,0.010976034,-0.079964108,0.13030212,0.070324245,-0.008196642,-0.0036325,-0.02687097,0.006443881,-0.059508295
UVRAG,turquoise,turquoise,-0.035090304,0.068283327,0.112565068,-0.041904088,0.170484951,-0.081299095,0.021891556,-0.026726967,0.032423769,-0.025090219,-0.017967931,0.048393831
PAK3,turquoise,turquoise,-0.034336063,0.051863032,0.135613221,-0.065042111,0.170227135,-0.120462723,-0.01253376,0.035649526,0.044508598,0.125306303,0.029110131,0.054973786
AC106791.1,blue,blue,-0.014278827,0.202567817,0.064908938,-0.004908378,0.10294149,-0.084142063,-0.028835808,-0.001326376,0.009601526,-0.008231185,-0.034468652,-0.042194163
FAP,green,green,-0.069463166,-0.023541048,0.161667828,-0.044547528,0.210684833,-0.071680868,-0.121035833,0.058367284,0.042889471,0.364195769,0.100243501,0.02401015
FILIP1L,purple,purple,-0.052018878,-0.063133013,0.144158698,-0.150408607,0.027944486,0.028655154,0.124907797,-0.124082528,-0.085914548,0.011994557,0.342932908,0.215553427
RDH10,red,red,-0.064486658,-0.022991759,0.08944408,-0.053452547,-0.007665673,0.096269171,0.278232451,-0.060009625,-0.03155033,-0.011234206,0.22181287,0.134915935
CIITA,pink,pink,0.078060215,6.99E-05,-0.005178543,-0.006670046,0.003928562,-0.024922312,-0.018693838,0.031473655,-0.018997259,0.006253124,-0.002648634,-0.000312094
ACOT12,blue,blue,-0.007238216,0.40961958,0.060831868,0.005047431,0.075763361,-0.062089045,0.019605974,0.004153556,0.03151188,-0.056300111,-0.075926196,-0.096233541
COL27A1,yellow,yellow,-0.009551336,0.035833854,-0.057375621,0.118015149,-0.066348398,0.063051964,0.027653293,0.045163588,-0.058801227,0.02370747,-0.006417267,-0.040899935
ZNF438,turquoise,turquoise,-0.000657351,0.095016565,0.151136439,-0.066683348,0.274571539,-0.221861114,-0.092611802,0.074419144,0.055291102,0.068964968,-0.054083665,0.050225332
NFE2L3,blue,blue,-0.0217823,0.304399391,0.133486078,0.013121113,0.150254044,-0.175628152,0.019255228,-0.005387612,0.002547575,0.005573831,-0.021258337,0.134459894
AGL,turquoise,turquoise,-0.025399335,0.039706436,0.149261985,-0.043806002,0.188207538,-0.127508794,-0.071375896,-0.009533333,0.04680428,0.043879528,-0.042389565,0.027206655
RND3,brown,brown,-0.077228367,-0.079221579,-0.00507717,-0.008527912,-0.185175287,0.256506229,0.208673567,-0.04550929,-0.106341274,0.008060095,0.214633961,0.111938691
CFH,green,green,-0.055812186,0.029537097,0.111922474,-0.034136256,0.042533749,0.000492758,0.065154457,0.118111142,-0.110556578,0.244747132,0.117636418,0.019045954
LINC01393,blue,blue,-0.007606488,0.250612354,0.051334867,0.014597465,0.07264373,-0.062490284,-0.013031658,0.00919283,0.016617694,-0.009416666,-0.048669318,-0.050256729
ABL2,brown,brown,-0.05274244,-0.126381856,-0.273347344,0.173947772,-0.490800382,0.620462243,0.118479521,-0.025003661,0.222873209,-0.063933659,-0.047044745,-0.25631062
GAB2,green,green,-0.017063163,-0.003019433,0.025028685,0.090797552,0.085840733,-0.035644425,-0.091435726,0.072891281,-0.01161523,0.110040397,-0.023981772,-0.003277499
CLTCL1,blue,blue,-0.007089314,0.188219271,0.059528187,-0.002051535,0.065881991,-0.043564273,0.014215053,-0.000707485,0.009959438,0.001330548,-0.023750023,-0.021818214
PTGIS,turquoise,turquoise,-0.038265514,-0.022322622,0.169202881,-0.086800846,0.211140192,-0.128411473,-0.120539052,0.068067647,0.211344949,0.116804184,0.005673396,0.047302578
SLC4A8,yellow,yellow,-0.004890679,-0.008034709,-0.016890311,0.0716229,-0.00146071,-0.003748436,-0.010723825,0.002642506,-0.00601532,0.003643323,0.001572022,-0.000436694
TBX18,blue,blue,-0.029396425,0.137612949,0.077834899,-0.009025498,0.082014222,-0.026354349,0.111888486,0.054912787,-0.005359782,-0.07695744,-0.027925347,-0.009023282
USP13,yellow,yellow,-0.030446113,0.008298129,0.029908655,0.07434415,0.028712351,0.029158135,-0.013924429,-0.001120318,0.040364811,-0.000442311,-0.023797774,-0.015019017
LINC00645,blue,blue,-0.016014062,0.107461442,0.086580487,-0.04240595,0.083393119,-0.044991699,0.010699474,-0.029085553,0.045618735,-0.043591262,-0.047231724,-0.017243106
CELF2,turquoise,turquoise,-0.114976269,0.111659785,0.210740792,-0.241381826,0.238313257,-0.074930037,0.007490787,-0.136497916,0.159256633,0.043825037,0.080687056,0.031022451
GASK1B,purple,purple,-0.078865672,-0.060619853,0.071998297,-0.051137044,-0.023247516,0.17304676,0.160502279,-0.072324126,-0.093801257,0.144717266,0.371601625,0.021154214
TLE4,brown,brown,-0.044552744,-0.143814764,-0.085148702,0.060189115,-0.272076438,0.358927013,0.232072284,-0.081985289,-0.105916595,-0.050345266,0.249542127,0.035231264
SLC9B2,red,red,-0.079646658,0.010540164,0.040421128,-0.100681603,-0.105692947,0.160605356,0.377543161,-0.069040382,-0.036803751,-0.114264525,0.178374251,0.079380239
SCN1A-AS1,turquoise,turquoise,0.010892579,0.073895853,0.086973354,-0.029042203,0.169552515,-0.113080304,-0.074826598,0.016940356,-0.033250019,0.081108163,0.015347455,0.004405762
AC027288.3,brown,brown,-0.0114141,0.062565374,0.007662726,-0.004068743,-0.018226875,0.034525933,0.046124711,-0.010348775,-0.012528733,-0.022378512,0.017118995,-0.023868571
SLC19A2,brown,brown,-0.084345472,-0.147255508,-0.040289898,-0.044592791,-0.222987567,0.337384894,0.205714021,-0.040220412,-0.10286095,-0.017232506,0.253047128,0.05484986
MFHAS1,brown,brown,-0.057981578,-0.041069067,-0.062847553,0.012268556,-0.218393082,0.307575142,0.148294702,-0.030155139,0.011795906,0.021277457,0.090490928,-0.099196214
FRY,turquoise,turquoise,0.006691548,0.123470723,0.181909168,-0.055911866,0.288919275,-0.180910374,-0.024919581,-0.060287582,-0.015070695,0.066902134,0.068024434,0.060854641
TRIO,brown,brown,-0.137893909,-0.027015875,-0.128643251,-0.167932533,-0.412391029,0.657449276,0.176498584,-0.122050304,0.233334102,-0.118918123,0.093271652,-0.315104885
TANC2,turquoise,turquoise,-0.032016324,0.020392357,0.105548955,-0.045605897,0.176091666,-0.101610751,-0.072150363,0.115007037,0.015669543,0.102614987,-0.003069879,0.038232415
AC002074.1,yellow,yellow,-0.004930054,0.05274029,-0.114257787,0.30199045,-0.068171898,0.07013088,-0.038297844,0.032043259,0.031871514,-0.037787294,-0.084311603,-0.08520875
AC104248.1,blue,blue,-0.007707093,0.106321434,0.068689589,-0.029381252,0.090855252,-0.049344322,-0.020671174,-0.012786321,-0.004260979,-0.0298087,-0.061263898,-0.04638271
TMOD1,yellow,yellow,-0.026386708,0.028781768,-0.009216745,0.135282713,-0.010713711,0.034522857,-0.055198502,-0.003998846,0.088176532,0.009037775,-0.057826535,-0.051683535
OSBPL1A,turquoise,turquoise,-0.02541455,0.036353216,0.161814802,-0.058550093,0.215386559,-0.15046213,-0.092203317,0.051285116,0.055639447,0.082765276,-0.045272184,0.036059333
SPDYA,blue,blue,-0.033853723,0.178177867,0.025644047,0.005828352,-0.027366101,0.100389791,0.119961942,-0.020582191,0.031419469,-0.055405978,-0.008331515,-0.047236948
RASSF3,blue,blue,-0.028143799,0.167303629,0.085502363,-0.023789882,0.079999595,-0.016025786,0.005147666,-0.016305682,0.00556342,0.029796607,0.022889804,-0.027127907
TWIST2,brown,brown,-0.060330139,-0.048351945,-0.037698848,0.010919164,-0.127485632,0.207857858,0.005765911,-0.020005203,0.23965006,-0.082888417,-0.115634841,-0.058309994
PMAIP1,yellow,yellow,0.071930202,-0.025556661,-0.178604458,0.460121357,-0.090226907,-0.008152067,-0.077987036,0.062173235,-0.057789002,-0.02826607,-0.0997426,-0.025657622
RFTN1,brown,brown,0.063739254,0.05064343,0.00539729,-0.021129725,-0.055221754,0.123267366,0.003057426,-0.041107258,0.143960725,-0.0885118,-0.067439033,-0.104941027
LOXL2,red,red,-0.059235807,0.086850929,0.039206663,-0.050153847,-0.021325829,0.109224192,0.244473586,0.015950068,-0.024022733,-0.028949164,0.123387875,0.030519799
MAP7,blue,blue,-0.002673303,0.129781262,-0.001693332,0.125114491,0.016849365,-0.02021902,-0.037269426,0.021715851,-0.018296013,0.058456203,-0.027202588,-0.045542984
VIM,brown,brown,-0.055971305,-0.058019488,0.095976184,-0.036007239,-0.231274656,0.178148667,-0.016720285,-0.001030155,0.133178777,0.116359781,0.008894994,0.038468598
EZH2,brown,brown,-0.074375189,-0.045670256,-0.012801193,0.045190893,-0.131047668,0.154260714,0.194085134,-0.017349785,-0.040360715,-0.067044296,0.14059411,0.129371902
GNG12-AS1,blue,blue,-0.037390109,0.098657845,0.068230128,-0.021701865,0.054396187,0.013707522,0.044458316,0.010743974,-0.01052332,0.027087393,0.060851008,0.013359217
AC109927.1,blue,blue,-0.032352852,0.305270236,0.045607461,-0.006795538,0.025921802,0.010194148,0.105602624,-0.005713452,0.018744794,-0.063743531,-0.024586953,-0.061597502
IRAK2,brown,brown,-0.034788284,-0.094156372,-0.213803301,0.179443607,-0.344857329,0.4468883,0.114091469,-0.044532839,0.042620876,-0.185223225,-0.077704385,-0.203750208
ANKRD33B,purple,purple,-0.056141581,0.029832273,0.111065847,-0.092678922,0.042827103,0.008769041,0.180823086,-0.055492239,-0.078996422,-0.002177146,0.213969712,0.135043942
AP001347.1,turquoise,turquoise,-0.022221293,0.061160945,0.123159185,-0.055944349,0.17188363,-0.111675931,0.034969106,-0.006581756,-0.015838427,0.04356529,0.032852405,0.057825804
MYO1D,green,green,-0.007921708,-0.078514443,-0.000569606,0.023609522,-0.002727877,0.019489776,-0.018327486,0.168044249,-0.134870326,0.229049873,0.14429343,0.043470803
ADGRL2,turquoise,turquoise,-0.061932825,-0.022820588,0.151259436,-0.084486763,0.207186309,-0.102385918,-0.017381797,0.010330898,-0.058465693,0.114588723,0.093621589,0.099932794
LIX1-AS1,blue,blue,-0.012079402,0.119061489,0.036179221,0.030553451,0.054513499,-0.005887964,-0.014184181,0.001614622,0.011786018,0.015595997,-0.008240648,-0.044940269
SYNE1,turquoise,turquoise,0.018762116,0.149835108,0.052406532,0.00999924,0.176633799,-0.14801107,-0.060220939,-0.031994998,0.154278606,-0.093467883,-0.122446004,-0.022416927
CAV1,yellow,yellow,0.068086956,-0.110918299,-0.160281883,0.310946633,-0.173438796,0.137158258,-0.129118524,0.025841531,0.001136862,0.046535208,-0.082994621,-0.1367235
POLG2,turquoise,turquoise,-0.046458625,0.337199326,0.185106615,-0.005365864,0.30680731,-0.285653276,0.037210433,-0.011410208,0.030651575,-0.014555518,-0.042602136,0.197746643
AADACL2-AS1,green,green,-0.011333405,-0.001773274,0.004817943,-0.00096235,0.002981612,0.002477038,-0.03566457,0.042093153,0.019952907,0.133855137,-0.014434037,-0.005631924
DANT2,turquoise,turquoise,-0.044756278,-0.056933832,0.128382656,-0.037137278,0.23079536,-0.12195667,-0.020463363,-0.04883482,-0.057722315,0.041143729,0.07553409,0.100590139
CDH2,brown,brown,-0.017782658,0.020885415,0.039394847,-0.035739369,0.010014633,0.035818054,0.05202562,-0.008865833,-0.009050043,-0.043424585,0.039886394,-0.016336225
GNAI1,brown,brown,-0.023633814,-0.075531974,0.00770558,0.022236953,-0.02877012,0.098019516,-0.046264484,0.185518894,-0.058534376,0.105658126,0.048375598,-0.032169063
RAB20,blue,blue,-0.006974392,0.241128064,0.086146383,-0.025347338,0.113101093,-0.105241806,-0.019183156,-0.008840883,0.013026494,-0.004249227,-0.036634481,-0.030553086
ARHGAP22,green,green,-0.057500157,0.039186853,0.130127737,-0.084299348,0.154167539,-0.0136636,0.003675337,-0.022023924,-0.064813762,0.071795706,0.110955978,-0.006139149
CNOT2,brown,brown,-0.03716111,-0.150313842,0.015355157,-0.086816124,-0.082481449,0.238403725,0.037011678,-0.060217875,-0.095975793,0.089630665,0.242189877,-0.063588904
RASSF8,brown,brown,-0.0880527,-0.052553634,0.003822612,-0.007961694,-0.1257904,0.21297255,0.109084328,-0.031531387,-0.014102083,0.009126575,0.133540942,0.010707759
DNAJC6,brown,brown,-0.021767333,0.025147434,-0.011125574,0.038292417,-0.056355833,0.108830849,0.014913601,0.004121587,-0.042956426,0.050956665,0.053058192,-0.051155608
FOXN3,turquoise,turquoise,-0.034225452,0.128986006,0.186720183,-0.180535298,0.290010038,-0.149371343,0.027514102,-0.034559275,0.000488582,0.054168286,0.102031638,0.084859987
ELP4,turquoise,turquoise,-0.033741687,0.087598776,0.096349425,-0.024763253,0.139252054,-0.08412757,0.033482387,-0.02534155,0.010801958,-0.028264972,-0.002602418,0.051701888
PRRX2,greenyellow,greenyellow,-0.02687279,0.001358621,-0.011988946,-7.67E-05,-0.079476461,0.059229914,0.013231668,0.098134403,0.138502797,0.024854913,-0.083922396,0.000333669
PHF21A,turquoise,turquoise,-0.058634192,0.081798222,0.153020819,-0.086862834,0.188815968,-0.101257956,0.098074784,-0.006481396,-0.025628093,0.011476724,0.065295055,0.090604377
NUAK1,turquoise,turquoise,-0.020424317,0.028159102,0.105323826,-0.039586225,0.115072246,-0.064033307,-0.024488359,-0.0135747,0.047795997,0.01468229,-0.032734988,0.037432558
HSD11B1,brown,brown,-0.064591554,-0.018252408,0.071712088,-0.02850759,-0.061378767,0.177422795,0.110658246,-0.064791765,-0.069803547,-0.04992384,0.109253123,-0.016816837
ZC3HAV1,red,red,-0.028141836,-0.032402325,0.052467338,-0.051797084,-0.050712186,0.062968645,0.324526659,-0.087496734,-0.009999761,-0.102974562,0.159036625,0.290148529
ACAT2,red,red,-0.018544487,0.071063284,-0.046985833,0.09719257,-0.100629733,0.11974686,0.172194709,-0.014880237,-0.006518851,-0.110438593,-0.02256936,0.012052452
FANK1,blue,blue,-0.015212194,0.089171787,-0.013086047,0.025896942,-0.042656209,0.066376193,0.053325805,-0.008034417,-0.003331266,-0.037459247,-0.017420152,-0.04597541
IL3RA,blue,blue,-0.021954263,0.132824231,0.031372035,-0.029795925,-0.055482402,0.114343443,0.158225451,-0.033902322,-0.024583812,-0.100033384,0.040847389,-0.041701061
HPN,blue,blue,-0.001115854,0.09009516,0.009930468,-0.002482067,0.016566341,-0.022850907,0.022476723,-0.005395514,-0.003359582,-0.017445785,0.001450824,-0.004578165
LTBP1,brown,brown,-0.083823019,0.016552113,0.066835669,-0.012765422,0.032827839,0.099115082,0.01915412,-0.010363077,0.000429569,0.110453773,0.135298014,-0.038671892
MYO1F,blue,blue,-0.007655786,0.122810183,0.04335392,0.011051487,0.056802858,-0.040569232,0.004348988,0.014130762,-0.001494918,-0.015073917,-0.027684885,-0.033580523
MYO9B,brown,brown,-0.023138507,-0.138542484,-0.085030885,0.014312456,-0.181510035,0.272690789,-0.036342064,0.025393874,0.088188861,0.052966832,0.014001894,-0.130205406
ZFP36,magenta,magenta,0.013611171,-0.143109971,0.137866691,-0.178656329,-0.003201518,-0.064782981,0.3803838,-0.027132539,-0.173215088,0.031415165,0.342605597,0.616139915
ADGRD1,brown,brown,-0.1175131,0.01490902,0.018891866,-0.100060302,-0.127105033,0.331038409,0.176887357,-0.100671042,0.21879464,-0.102894087,0.058525438,-0.115355548
NTNG1,black,black,0.030758687,-0.01325092,-0.074629757,0.134002236,-0.016539057,-0.049387773,-0.074432801,0.402945899,-0.041729821,0.077491208,-0.093363754,-0.019808835
ITPKB,brown,brown,-0.057142424,-0.034223296,0.043005814,-0.065883494,-0.043491392,0.129289031,0.136995301,-0.026969418,-0.003242734,-0.006113899,0.138535066,0.029506848
NNMT,red,red,-0.074127872,0.140526493,0.038393737,-0.052977234,-0.140039303,0.157758824,0.313154317,-0.020622296,0.032634782,-0.123415435,0.100270362,0.053224878
ATP1A2,green,green,0.016925361,-0.007052035,0.010514769,-0.000425412,0.005658226,0.004169723,-0.018971927,0.009527463,-0.010674141,0.042691789,0.01471741,-0.010095535
AP000446.1,blue,blue,-0.022697446,0.193506356,0.047312253,0.033419437,0.016126496,0.019823956,0.064354047,-0.004444938,0.004391039,-0.032888487,0.00954351,-0.020817396
RPH3AL,red,red,-0.046925573,0.138900071,0.074161721,-0.048759274,0.014335429,0.063603816,0.212033105,-0.048849002,-0.007779139,-0.07579253,0.094540917,0.008497457
LDLRAD4,black,black,0.075454514,0.015058938,-0.031592663,0.071753061,0.029700997,-0.041969741,-0.010015025,0.210052092,-0.06964085,0.130289695,-0.003674003,0.017127948
RAB7A,brown,brown,-0.04516975,-0.158445985,-0.152304059,0.013960361,-0.357495892,0.403474179,0.287635445,-0.033332822,-0.036956633,-0.041798957,0.193836189,0.028203631
MARK1,brown,brown,-0.056230252,-0.04993295,0.006233198,0.074131916,-0.036934623,0.094921515,0.001435494,-0.015495538,0.095233908,0.00178094,-0.002955927,-0.000983302
ARRDC3-AS1,blue,blue,-0.024940772,0.098707251,0.012856947,0.00401694,-0.011885824,0.03401739,0.018244142,-0.010859201,0.027712585,-0.007716741,-0.000703569,-0.032363228
SPRY1,turquoise,turquoise,-0.024473081,0.092192605,0.286431663,-0.148847577,0.388538085,-0.358821411,-0.130164551,0.00749099,0.017221229,0.097294984,-0.000133324,0.152643696
AL031428.1,blue,blue,-0.027085843,0.183654988,0.061953667,0.018299137,0.019076562,0.022711993,0.072239139,-0.006116969,0.026404795,-0.017948449,-0.002430958,-0.00024058
ALPK3,turquoise,turquoise,-0.055697664,-0.007855602,0.155540183,-0.092050678,0.19570188,-0.102725933,0.102124556,-0.059092059,-0.16438079,0.008816877,0.209482155,0.177531055
ARHGAP18,turquoise,turquoise,-0.001291729,0.071742217,0.201006201,-0.063101392,0.298480389,-0.190717282,-0.104991442,0.06708308,-0.037891563,0.138080072,0.021379948,0.060345857
AC107223.1,blue,blue,-0.019676306,0.203735224,0.078389612,-0.013825695,0.108392404,-0.05541636,-0.003192999,0.089228999,0.036066521,-0.005586631,-0.05745209,-0.046514666
