sample,gene,group,x,y,qv,is_gene,transcript_id,cell_id,sample_order,group_order
1450Veh,Agtr1a,SMAD3_Pos,713.671875,1812.921875,34,TRUE,281513631423338,mojnlnma-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,714.1875,1809.328125,30,TRUE,281513631600562,mojgppoh-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,724.875,1815.09375,40,TRUE,281513631461643,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,740.71875,2082.90625,40,TRUE,281513631423482,mdidfggk-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,777.828125,2431.09375,40,TRUE,281547991239048,medpfpgi-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,779.9375,2370.65625,33,TRUE,281547991321961,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,782.0625,2341.609375,31.75,TRUE,281547991164270,mdkocleh-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,789.703125,2440.625,40,TRUE,281547991205461,mgnmdlge-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,794.03125,2398.3125,33.5,TRUE,281547991298367,mfemcnih-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,800.96875,2421.53125,40,TRUE,281547991205617,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,805.28125,2581.765625,34.75,TRUE,281547991322109,mgbcijpl-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,832.09375,2030.125,40,TRUE,281513631463795,mhhiolkk-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,836.421875,2558.265625,32.5,TRUE,281547991288031,mfklobgj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,836.5,2558.3125,40,TRUE,281547991239591,mfklobgj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,854.484375,1879.8125,40,TRUE,281513631464139,mkmemfmb-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,871.0625,2009.53125,40,TRUE,281513631423999,mhefmmgk-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,871.703125,2009.234375,40,TRUE,281513631494077,mhefmmgk-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,886.890625,1882.546875,40,TRUE,281513631464622,mkgfocle-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,887.421875,1933.40625,34,TRUE,281513631424046,mmgfdfcg-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,898.390625,1885.9375,33.75,TRUE,281513631601594,mkfbclmi-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,902.71875,1950.375,40,TRUE,281513631464780,mmchjeah-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,934.53125,2345.203125,34,TRUE,281547991164877,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,967.546875,1914.75,33,TRUE,281513631504042,mlmlkmgg-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1001.625,2080.015625,40,TRUE,281513631465247,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,1006.40625,1934.390625,33,TRUE,281513631504117,mknmngpl-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1025.546875,1924.03125,40,TRUE,281513631465406,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,1377.0625,2971.890625,40,TRUE,281578055991011,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,1385.21875,2870.046875,40,TRUE,281552286179895,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,1422.796875,3142.421875,34,TRUE,281578055991237,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,1427.546875,2722.421875,40,TRUE,281552286324920,lgfdgccj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1448.8125,2646.265625,40,TRUE,281552286154550,lffepimd-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1449,2645.359375,28.5,TRUE,281552286180180,lffepimd-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1539.3125,3330.0625,40,TRUE,281578055993293,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,1570.09375,2573.4375,40,TRUE,281552286154934,oiijffmn-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1777.21875,1090.90625,34,TRUE,281483566651904,nmdhnong-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1820.28125,1772.78125,40,TRUE,281517926387282,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,1830.421875,3066.109375,40,TRUE,281582351176506,mpfjkoia-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1862.625,2948.9375,40,TRUE,281582351039433,nhgmamhf-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1862.859375,2950.96875,40,TRUE,281582351039442,nhgmamhf-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1863,2950.28125,33.75,TRUE,281582351445574,nhgmamhf-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1903.234375,1598.5625,40,TRUE,281522221614552,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,1919.125,2408.0625,34.25,TRUE,281556581679362,kkajpgap-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1941,3033.453125,40,TRUE,281582351042751,mpmpmkie-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1959.546875,3030,40,TRUE,281582351043490,mpkphahn-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1963.234375,3112.515625,40,TRUE,281582351043678,giehpghj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1969.1875,845.8125,40,TRUE,281487861626839,conaoadj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1976.59375,3035.421875,40,TRUE,281582351044381,mpmaipie-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1981.234375,734.84375,40,TRUE,281487861770662,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,1993.125,3110.484375,40,TRUE,281582351045258,gileaebf-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,1996.6875,863.0625,40,TRUE,281487861696716,cngfojjh-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2058.40625,1402.90625,33,TRUE,281487861771249,caiehdck-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2078.5,1842.859375,21.25,TRUE,281522221591661,iddokjoi-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2120.359375,2527.90625,40,TRUE,281556581686064,kohldkda-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2120.609375,823.328125,40,TRUE,281487861870830,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,2134.921875,3637.4375,40,TRUE,281599530763330,hjfodjmj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2135.234375,3636.859375,33.75,TRUE,281599530763331,hjfodjmj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2150.921875,1599.109375,40,TRUE,281522221435392,bmneilah-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2178.90625,3022.921875,40,TRUE,281582351448639,gfplmceh-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2179.453125,1053.421875,34.75,TRUE,281487861700358,cckcbbhf-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2243.984375,2337.96875,33.25,TRUE,281556581690044,kpejngdk-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2246.203125,2332.328125,40,TRUE,281556581372906,kpejngdk-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2263.234375,1807.1875,40,TRUE,281522221365188,idbabadd-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2267.5,1810.03125,34.25,TRUE,281522221614637,idbabadd-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2288.90625,2107.453125,40,TRUE,281522221592235,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,2295.484375,3652.796875,40,TRUE,281599530790114,hkfodmcb-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2317.359375,2955.0625,33.75,TRUE,281582351774540,goelloaa-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2380.953125,3328.359375,33.75,TRUE,281582351192205,gmckmndi-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2390.46875,3781,31.75,TRUE,281599530790415,hhcdfgao-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2420,1502.4375,33,TRUE,281522221511921,iahaoddb-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2425.90625,824.25,40,TRUE,281487861775482,bdcdglpn-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2426.171875,1310.046875,40,TRUE,281487861707166,cfibncpk-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2475.5625,3724.75,40,TRUE,281603825782954,hihliphb-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2477.640625,1775.53125,40,TRUE,281526516458242,hmnibbfj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2496.0625,574.828125,40,TRUE,281479271746966,amejfgen-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2502.84375,3663.1875,40,TRUE,281603825821553,hhncbmbj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2516.953125,3304.328125,40,TRUE,281586645928227,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,2522.046875,2264.65625,34.5,TRUE,281560876228560,hognijlj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2524.234375,2203.609375,32.75,TRUE,281560876159953,hnnmmhnm-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2527.65625,2938.625,40,TRUE,281586645998119,gnpekjbo-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2560.484375,1677.953125,40,TRUE,281526516460877,hpfogiba-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2573.125,627.0625,40,TRUE,281479271747336,amdphmfk-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2583.09375,1388.984375,33,TRUE,281492156648368,hmcnniif-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2583.921875,1389.25,34,TRUE,281492156712822,hmcnniif-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2593,1954.734375,32.5,TRUE,281526516462099,imklgbne-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2648.78125,3396.671875,40,TRUE,281586645933835,glckhbcl-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2648.875,3396.265625,40,TRUE,281586645999705,glckhbcl-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2652.015625,3372.03125,40,TRUE,281586646081747,gldjnifj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2692,2087.109375,40,TRUE,281526516466635,imikoibg-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2713.625,1064.625,34.25,TRUE,281492156650763,cdnhkgmn-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2746.125,3846.8125,40,TRUE,281603825823750,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,2750.125,3831.796875,40,TRUE,281603825884610,gencicoc-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2761.21875,1797.40625,33.75,TRUE,281526516552899,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,2784.046875,1584.90625,32.5,TRUE,281526516784568,jgkhlohd-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2800.328125,3725.9375,22.5,TRUE,281603825785975,gfbomiei-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2845.78125,1143.125,32.75,TRUE,281492156653405,cfagbjfn-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2859.796875,1149.671875,32.75,TRUE,281492156653677,ceopejgm-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2861.359375,1149.46875,31.25,TRUE,281492156591348,ceopejgm-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2867.625,2351.953125,40,TRUE,281560876273014,ikelglhn-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2868.40625,2351.65625,40,TRUE,281560876695563,ikelglhn-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2886.859375,3758.421875,40,TRUE,281603826054365,gdagejbk-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2911.296875,1530.828125,40,TRUE,281526516555348,jfbpefhi-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2912.6875,2402.28125,33.5,TRUE,281560876278168,iifphdbj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2922.28125,903.859375,40,TRUE,281492156885898,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,2961.59375,2588.09375,35.5,TRUE,281560876283093,dfimbgle-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2980.640625,2858.0625,33.75,TRUE,281560876426823,obcdokob-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,2989.15625,2739.5,33,TRUE,281560877244297,dgpibbac-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3019.03125,1942.234375,35.75,TRUE,281526516556895,ioialapl-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3035.734375,3955.65625,40,TRUE,281608120713334,gcijedfp-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3050.53125,3958.96875,40,TRUE,281608120806209,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,3068.984375,1593.21875,40,TRUE,281530811550436,inpgmimg-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3103.890625,1932.625,40,TRUE,281530811441434,inikcafc-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3113.265625,3733.9375,40,TRUE,281608120808097,geeignmp-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3114.984375,1857.15625,40,TRUE,281530811626746,ihapcogc-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3154.390625,1366.34375,33.5,TRUE,281496451814932,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,3156.578125,1366.828125,40,TRUE,281496451619503,bebednpl-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3159.625,1370.890625,40,TRUE,281496451619562,bebednpl-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3189.078125,2404.484375,40,TRUE,281565171204497,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,3241.96875,1506.796875,40,TRUE,281530811373047,jhalcjkn-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3258.09375,2547.71875,33.75,TRUE,281565171315221,deoakpfe-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3284.390625,2149.96875,40,TRUE,281530811329440,jbcifilp-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3325.65625,1303.125,40,TRUE,281496451622609,cibflmcm-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3333.03125,1612.125,40,TRUE,281530811378439,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,3347.875,4042.0625,35,TRUE,281608121080745,fpakeafm-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3356.546875,3631.421875,33,TRUE,281608120902982,fcdahfjd-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3361.34375,2010,40,TRUE,281530811380086,jboeendm-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3410.484375,2026.421875,40,TRUE,281530811630289,jmaceoal-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3444.171875,4104.140625,40,TRUE,281608120718942,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,3468.4375,2202.546875,40,TRUE,281565171029970,jjdgehep-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3470.34375,3827.703125,35.75,TRUE,281608120904601,fjnploab-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3470.46875,3831.046875,33.5,TRUE,281608121028317,fjnploab-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3473.984375,1908.78125,34,TRUE,281530811385359,kclflnjg-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3474.015625,1367.609375,40,TRUE,281496451624692,biholjpg-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3475.90625,1911.046875,35,TRUE,281530811446362,kclflnjg-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3539.09375,3868.9375,40,TRUE,281608120768167,fjkbdjen-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3570.875,3910.078125,33,TRUE,281608120905713,fjcmjhfm-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3572.796875,4026.265625,40,TRUE,281608120905738,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,3625.890625,4226.765625,31.75,TRUE,281608120720181,felbiojc-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3627.5,4226.78125,40,TRUE,281608120720190,felbiojc-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3642.03125,3563.921875,33.5,TRUE,281595236012507,fhkiiicd-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3650.53125,3605.671875,40,TRUE,281595235920424,fhknbile-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3654.875,3643.625,40,TRUE,281612415952820,fhhkpdha-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3666.5625,2098.9375,35,TRUE,281535106616080,jllhbbja-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3683.5625,1911.65625,40,TRUE,281535106616236,kakdjede-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3692.578125,3464.296875,34,TRUE,281595236012609,fhjiipkl-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3694.40625,2608.75,40,TRUE,281569466115317,dgbjjfkh-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3720.796875,2648.53125,28,TRUE,281569466010692,encbpffc-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3836.375,3437.421875,34.5,TRUE,281595235922853,ebdkejne-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3838.96875,3437.765625,37,TRUE,281595236170795,ebdkejne-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3840.078125,2829.734375,40,TRUE,281569466123434,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,3841.375,2829.734375,34,TRUE,281569466214061,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,3844.5625,1853.359375,34.25,TRUE,281535106841430,jpddlnej-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3846.84375,2829.34375,22.25,TRUE,281569466759533,fbmjcjjc-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3854.28125,2863.390625,40,TRUE,281569466214431,fbldhhbb-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3870.140625,3893.9375,40,TRUE,281612415915516,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,3891.5,3348.8125,34.5,TRUE,281595236506335,dnapkggb-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3914.6875,3110.328125,40,TRUE,281595235925175,djplclai-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3932.328125,3803.015625,34,TRUE,281612415678017,dnifehfk-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,3992.046875,2804.15625,40,TRUE,281569466217456,enelokph-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,4029.234375,2167.1875,33,TRUE,281535106369864,khgadkdb-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,4032.046875,2931.390625,40,TRUE,281595236018025,dpfpbkhl-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,4042.171875,3907.234375,40,TRUE,281612415762995,dldgfide-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,4042.4375,3906.46875,40,TRUE,281612415709799,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,4047.953125,3776.703125,40,TRUE,281612415763088,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,4066.5625,2347.25,40,TRUE,281569466139077,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,4071.046875,2769.5,40,TRUE,281569466219151,epgkmjeh-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,4079.09375,2788.3125,40,TRUE,281569466219278,UNASSIGNED,1,2
1450Veh,Agtr1a,SMAD3_Pos,4089.265625,1826.171875,40,TRUE,281535106448895,jmdbjmbj-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,4295.890625,2928.140625,40,TRUE,281573760976519,eiinbfon-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,4302.59375,2998.9375,33.5,TRUE,281573760976557,ejepoeoi-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,4303.828125,3188.125,40,TRUE,281573760989264,egilgpak-1,1,2
1450Veh,Agtr1a,SMAD3_Pos,4352.734375,3068.9375,40,TRUE,281573760989308,egloaoej-1,1,2
1450Veh,Cxcl2,SMAD3_Pos,854.015625,2003.953125,40,TRUE,281513631695448,mhdcdgno-1,1,2
1450Veh,Cxcl2,SMAD3_Pos,858.390625,2001.96875,40,TRUE,281513631695482,mmdlnnkc-1,1,2
1450Veh,Cxcl2,SMAD3_Pos,1870.28125,1550.515625,40,TRUE,281522221830971,UNASSIGNED,1,2
1450Veh,Cxcl2,SMAD3_Pos,2162.53125,2673.59375,40,TRUE,281556582026560,UNASSIGNED,1,2
1450Veh,Glis3,SMAD3_Pos,136,2032.8125,32.75,TRUE,281509336552613,llemjodm-1,1,2
1450Veh,Glis3,SMAD3_Pos,137.0625,2203.5625,32,TRUE,281543696219215,lllfcmfc-1,1,2
1450Veh,Glis3,SMAD3_Pos,229.109375,2072.859375,40,TRUE,281509336513736,llohlpbo-1,1,2
1450Veh,Glis3,SMAD3_Pos,231.75,2207.703125,36.25,TRUE,281543696229495,llmglpch-1,1,2
1450Veh,Glis3,SMAD3_Pos,232.875,2182.703125,40,TRUE,281509336603663,UNASSIGNED,1,2
1450Veh,Glis3,SMAD3_Pos,299.203125,2396.4375,40,TRUE,281543696200668,macfdcgn-1,1,2
1450Veh,Glis3,SMAD3_Pos,309.328125,2080.53125,33.25,TRUE,281509336523443,lodefamo-1,1,2
1450Veh,Glis3,SMAD3_Pos,410.15625,1790.015625,23,TRUE,281509336468766,lajikjel-1,1,2
1450Veh,Glis3,SMAD3_Pos,415.59375,2073.375,22.75,TRUE,281509336496914,landdbfj-1,1,2
1450Veh,Glis3,SMAD3_Pos,415.6875,2072.953125,33,TRUE,281509336688461,landdbfj-1,1,2
1450Veh,Glis3,SMAD3_Pos,416.46875,2073.1875,40,TRUE,281509336514988,landdbfj-1,1,2
1450Veh,Glis3,SMAD3_Pos,513.296875,2470.015625,40,TRUE,281543696278918,UNASSIGNED,1,2
1450Veh,Glis3,SMAD3_Pos,550.953125,2329.296875,33,TRUE,281543696204921,lnalpchj-1,1,2
1450Veh,Glis3,SMAD3_Pos,561.640625,2160.578125,40,TRUE,281509336688800,mdbngaee-1,1,2
1450Veh,Glis3,SMAD3_Pos,606.328125,2205.0625,33,TRUE,281547991221154,UNASSIGNED,1,2
1450Veh,Glis3,SMAD3_Pos,615.5,2205.84375,40,TRUE,281543696359403,mchijdnk-1,1,2
1450Veh,Glis3,SMAD3_Pos,671.671875,1801.609375,40,TRUE,281513631467413,ldnnlanl-1,1,2
1450Veh,Glis3,SMAD3_Pos,683.546875,1834.921875,37.75,TRUE,281513631539974,lcodmkoa-1,1,2
1450Veh,Glis3,SMAD3_Pos,686.796875,2084.28125,40,TRUE,281513631432401,ldpidedf-1,1,2
1450Veh,Glis3,SMAD3_Pos,755.59375,2416.53125,40,TRUE,281547991385222,medgembi-1,1,2
1450Veh,Glis3,SMAD3_Pos,788.53125,2563.671875,40,TRUE,281547991221593,UNASSIGNED,1,2
1450Veh,Glis3,SMAD3_Pos,831.96875,1867.375,40,TRUE,281513631541171,mkilacgl-1,1,2
1450Veh,Glis3,SMAD3_Pos,833.703125,2543.25,40,TRUE,281547991221776,mgcghocf-1,1,2
1450Veh,Glis3,SMAD3_Pos,941.234375,1905.34375,33.5,TRUE,281513631541578,mlihemeh-1,1,2
1450Veh,Glis3,SMAD3_Pos,992.671875,2367.09375,40,TRUE,281547991272625,mhindlih-1,1,2
1450Veh,Glis3,SMAD3_Pos,1000,1836.703125,40,TRUE,281513631541718,UNASSIGNED,1,2
1450Veh,Glis3,SMAD3_Pos,1057.015625,2399.359375,40,TRUE,281547991211163,mhkdnjbg-1,1,2
1450Veh,Glis3,SMAD3_Pos,1373.8125,2959.8125,38.25,TRUE,281578056084612,lkpfhalf-1,1,2
1450Veh,Glis3,SMAD3_Pos,1382.125,2758.59375,33,TRUE,281552286177589,lfldjmpe-1,1,2
1450Veh,Glis3,SMAD3_Pos,1473.703125,2832.625,40,TRUE,281552286255908,lfnmjpfo-1,1,2
1450Veh,Glis3,SMAD3_Pos,1571.578125,2574.9375,40,TRUE,281552286197724,oiijffmn-1,1,2
1450Veh,Glis3,SMAD3_Pos,1693.578125,2951.5,40,TRUE,281578056022797,UNASSIGNED,1,2
