sample,gene,group,x,y,qv,is_gene,transcript_id,cell_id,sample_order,group_order
1450Veh,Smad3,Smad3,570.65625,2018.359375,35,TRUE,281509336604367,ldpejcnf-1,1,1
1450Veh,Smad3,Smad3,585.546875,2307.515625,40,TRUE,281543696243818,lnecjook-1,1,1
1450Veh,Smad3,Smad3,598.1875,1822.390625,35,TRUE,281509336604452,ldleaghj-1,1,1
1450Veh,Smad3,Smad3,603.015625,2313.46875,21.25,TRUE,281543696268768,loapaplp-1,1,1
1450Veh,Smad3,Smad3,615.9375,2232.1875,40,TRUE,281543696359001,mcjipfkk-1,1,1
1450Veh,Smad3,Smad3,616.96875,2445.765625,33.5,TRUE,281543696358998,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,617.828125,1679.46875,34.75,TRUE,281509336710584,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,620.296875,1643.546875,33.75,TRUE,281509336604512,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,628.109375,2459,35.5,TRUE,281547991354226,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,638.203125,2478.140625,40,TRUE,281547991223813,lnjgihfe-1,1,1
1450Veh,Smad3,Smad3,641.546875,2020.515625,40,TRUE,281513631484183,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,645.09375,2079.03125,34.5,TRUE,281513631562878,lebblaei-1,1,1
1450Veh,Smad3,Smad3,645.484375,1730.125,30.75,TRUE,281513631562192,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,645.625,2354.390625,40,TRUE,281547991223937,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,656.34375,1618.078125,40,TRUE,281513631484543,lcgdngjn-1,1,1
1450Veh,Smad3,Smad3,659.359375,2340.890625,34.25,TRUE,281547991354316,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,672.4375,2520.46875,40,TRUE,281547991224364,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,673.140625,1911.71875,34.5,TRUE,281513631643210,ldanbgef-1,1,1
1450Veh,Smad3,Smad3,674.046875,1913,33.25,TRUE,281513631658485,ldanbgef-1,1,1
1450Veh,Smad3,Smad3,678.9375,2084.234375,40,TRUE,281513631485100,ldpidedf-1,1,1
1450Veh,Smad3,Smad3,709.015625,1709.34375,33.25,TRUE,281513631562332,moghjpai-1,1,1
1450Veh,Smad3,Smad3,712.984375,1685.96875,33.5,TRUE,281513631485848,mnkgdeia-1,1,1
1450Veh,Smad3,Smad3,716.90625,2079.265625,40,TRUE,281513631485919,mepcciha-1,1,1
1450Veh,Smad3,Smad3,719.546875,1901.21875,40,TRUE,281513631485981,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,720.09375,1692.453125,31.5,TRUE,281513631562367,mnkgombc-1,1,1
1450Veh,Smad3,Smad3,729.15625,1994.34375,34,TRUE,281513631486187,mnjfeibo-1,1,1
1450Veh,Smad3,Smad3,733.765625,1976.265625,40,TRUE,281513631486314,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,737.546875,1777.0625,40,TRUE,281513631643713,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,748.078125,1900.796875,40,TRUE,281513631480509,mnhpnmai-1,1,1
1450Veh,Smad3,Smad3,748.125,2051.78125,40,TRUE,281513631658623,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,780.171875,2342,40,TRUE,281547991221560,mdkocleh-1,1,1
1450Veh,Smad3,Smad3,781.03125,2341.28125,40,TRUE,281547991226010,mdkocleh-1,1,1
1450Veh,Smad3,Smad3,781.609375,2362.375,40,TRUE,281547991226027,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,782.0625,2306.171875,40,TRUE,281547991326301,mjccbbge-1,1,1
1450Veh,Smad3,Smad3,786.171875,1980.78125,34.25,TRUE,281513631643950,mloihfli-1,1,1
1450Veh,Smad3,Smad3,795.546875,1850.234375,33.5,TRUE,281513631644004,mkdicphh-1,1,1
1450Veh,Smad3,Smad3,810.28125,2293.9375,34.75,TRUE,281547991221667,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,823.59375,1807.34375,33.75,TRUE,281513631562547,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,827.609375,2037.875,40,TRUE,281513631644183,mhenpjha-1,1,1
1450Veh,Smad3,Smad3,842.203125,1807.78125,34.25,TRUE,281513631644261,moagemni-1,1,1
1450Veh,Smad3,Smad3,858.984375,2466.171875,40,TRUE,281547991227605,mgkhcbeb-1,1,1
1450Veh,Smad3,Smad3,860.640625,1901.015625,40,TRUE,281513631644337,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,864.78125,2406.203125,40,TRUE,281547991227713,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,873.796875,2340.84375,40,TRUE,281547991326793,miglcbjc-1,1,1
1450Veh,Smad3,Smad3,874.703125,2267.546875,40,TRUE,281547991354969,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,881.59375,2469.484375,34.25,TRUE,281547991354999,mglbplbd-1,1,1
1450Veh,Smad3,Smad3,893.21875,1828.4375,40,TRUE,281513631488861,mkibajkn-1,1,1
1450Veh,Smad3,Smad3,903.171875,2272.796875,40,TRUE,281547991221967,mimcadoh-1,1,1
1450Veh,Smad3,Smad3,910.96875,2448.296875,40,TRUE,281547991228451,miffjdal-1,1,1
1450Veh,Smad3,Smad3,914.5,2358.90625,40,TRUE,281547991292413,mijfpmkb-1,1,1
1450Veh,Smad3,Smad3,939.265625,2422.453125,40,TRUE,281547991222023,midalokh-1,1,1
1450Veh,Smad3,Smad3,939.71875,2420.5,40,TRUE,281547991228788,midalokh-1,1,1
1450Veh,Smad3,Smad3,956.0625,1811.71875,33.5,TRUE,281513631644531,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1037.21875,1908.53125,34,TRUE,281513631524271,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1089.828125,2019.859375,40,TRUE,281513631490160,mlaamjpf-1,1,1
1450Veh,Smad3,Smad3,1097.671875,2028.984375,40,TRUE,281513631490202,mlanopfo-1,1,1
1450Veh,Smad3,Smad3,1123.25,1960.015625,40,TRUE,281513631490285,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1373.09375,2957.0625,34.5,TRUE,281578056024594,lkpfhalf-1,1,1
1450Veh,Smad3,Smad3,1383.46875,2990.59375,40,TRUE,281578056024656,lkpbifbo-1,1,1
1450Veh,Smad3,Smad3,1424.078125,2779.203125,34.25,TRUE,281552286384252,lgfkiabk-1,1,1
1450Veh,Smad3,Smad3,1436.46875,2935.84375,35.5,TRUE,281578056218418,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1452.3125,2877.921875,40,TRUE,281552286207995,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1476.421875,3003.546875,40,TRUE,281578056123404,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1504.21875,3142.8125,40,TRUE,281578056218544,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1505.75,2942.765625,33.25,TRUE,281578056026221,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1509.78125,2747.421875,40,TRUE,281552286413549,lgbkjala-1,1,1
1450Veh,Smad3,Smad3,1509.8125,2822.765625,40,TRUE,281552286205992,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1519.25,2889.109375,34.75,TRUE,281552286208838,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1519.34375,2888.453125,34.25,TRUE,281552286384678,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1520.203125,3081.734375,40,TRUE,281578056026542,lgnlciik-1,1,1
1450Veh,Smad3,Smad3,1522.171875,3082.484375,35,TRUE,281578056026577,lgnlciik-1,1,1
1450Veh,Smad3,Smad3,1531.9375,3117.796875,33.5,TRUE,281578056022475,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1539.578125,2783.453125,40,TRUE,281552286209133,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1554.5,3068.3125,40,TRUE,281578056166843,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1556.34375,2750.859375,40,TRUE,281552286384899,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1570.40625,3218.578125,40,TRUE,281578056027729,lhianmfh-1,1,1
1450Veh,Smad3,Smad3,1579.5625,2792.515625,33.75,TRUE,281552286413601,lfkgfico-1,1,1
1450Veh,Smad3,Smad3,1580.234375,2791.46875,40,TRUE,281552286209709,lfkgfico-1,1,1
1450Veh,Smad3,Smad3,1581.3125,2653.65625,34.75,TRUE,281552286209737,lffmledn-1,1,1
1450Veh,Smad3,Smad3,1606.296875,2933.078125,40,TRUE,281578056218782,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1612.65625,3139.90625,40,TRUE,281578056028795,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1622.203125,3035.984375,40,TRUE,281578056124086,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1635.65625,2489.421875,34,TRUE,281552286210784,nlhfopkm-1,1,1
1450Veh,Smad3,Smad3,1637.859375,2503.734375,40,TRUE,281552286210832,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1648.078125,2593.84375,33.5,TRUE,281552286206099,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1658.5,2990.125,40,TRUE,281578056124124,ljhlfegg-1,1,1
1450Veh,Smad3,Smad3,1678.953125,3161.078125,40,TRUE,281578056123647,lihlddom-1,1,1
1450Veh,Smad3,Smad3,1680.359375,2477.75,40,TRUE,281552286211671,nlfnnhdl-1,1,1
1450Veh,Smad3,Smad3,1682.3125,3323.578125,38,TRUE,281578056022772,lhamapli-1,1,1
1450Veh,Smad3,Smad3,1683.3125,2764.890625,30.25,TRUE,281552286206137,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1710.890625,2804.4375,40,TRUE,281552286212313,lfhfgmdd-1,1,1
1450Veh,Smad3,Smad3,1718.96875,2669.84375,40,TRUE,281552286212475,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1724.0625,3255.328125,40,TRUE,281578056219055,naodfelj-1,1,1
1450Veh,Smad3,Smad3,1725.421875,2940.921875,40,TRUE,281578056031753,nihdbdmk-1,1,1
1450Veh,Smad3,Smad3,1727.375,2697.59375,40,TRUE,281552286212657,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1729.375,2937.328125,34.75,TRUE,281578056245153,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1732.625,2498.78125,33.25,TRUE,281552286212746,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1736.453125,3091.5,34,TRUE,281578056074087,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1742.03125,2787.859375,35,TRUE,281552286334416,nejnppoe-1,1,1
1450Veh,Smad3,Smad3,1747.78125,3370.796875,40,TRUE,281578056076744,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1764,2522.375,40,TRUE,281552286377159,icglfijp-1,1,1
1450Veh,Smad3,Smad3,1765.375,3034.328125,40,TRUE,281578056032828,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1766.421875,2586.421875,34.25,TRUE,281552286386994,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1780.078125,3409.140625,40,TRUE,281578056033367,aeehbhoe-1,1,1
1450Veh,Smad3,Smad3,1780.71875,960.921875,40,TRUE,281483566676592,nmlmppia-1,1,1
1450Veh,Smad3,Smad3,1792.421875,3233.359375,40,TRUE,281578056033811,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1794.6875,2988.625,40,TRUE,281578056168111,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1795.609375,994.390625,40,TRUE,281483566655279,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1796.34375,992.515625,25.5,TRUE,281483566676622,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1805.359375,3406.5,40,TRUE,281578056219315,aeehbhoe-1,1,1
1450Veh,Smad3,Smad3,1808,1554.796875,40,TRUE,281517926389252,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1810.640625,3268.46875,35,TRUE,281578056219331,nbglpcop-1,1,1
1450Veh,Smad3,Smad3,1810.71875,3372.640625,40,TRUE,281578056034489,nbbeagnb-1,1,1
1450Veh,Smad3,Smad3,1811.640625,3159.75,34.75,TRUE,281578056034524,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1812.671875,2464.515625,40,TRUE,281556581441595,nkmcgbbg-1,1,1
1450Veh,Smad3,Smad3,1819.0625,1651.546875,40,TRUE,281517926388779,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1823.59375,3052.734375,40,TRUE,281578056034898,niaecmkb-1,1,1
1450Veh,Smad3,Smad3,1824.609375,1402.90625,40,TRUE,281483566655710,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1826.828125,944.6875,34.5,TRUE,281483566660633,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1831.390625,2554.3125,40,TRUE,281556581918822,nlkilkbd-1,1,1
1450Veh,Smad3,Smad3,1832,1643.78125,40,TRUE,281522221470718,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1832.78125,2554.953125,32.5,TRUE,281556581307790,nlkilkbd-1,1,1
1450Veh,Smad3,Smad3,1841.1875,2736.046875,34.25,TRUE,281556581867508,nefpamel-1,1,1
1450Veh,Smad3,Smad3,1841.9375,1540.453125,40,TRUE,281522221544519,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1843.671875,3351.90625,40,TRUE,281582351126548,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1844.0625,3443.703125,40,TRUE,281582351126549,aedhojca-1,1,1
1450Veh,Smad3,Smad3,1846.734375,2521.984375,40,TRUE,281556581707529,nllolffa-1,1,1
1450Veh,Smad3,Smad3,1860.546875,1677.28125,40,TRUE,281522221754183,bplnnpnj-1,1,1
1450Veh,Smad3,Smad3,1861.0625,1680.4375,40,TRUE,281522221476608,bplnnpnj-1,1,1
1450Veh,Smad3,Smad3,1869.4375,3473,40,TRUE,281582351364610,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1870.03125,3408.0625,40,TRUE,281582351127315,aecejaah-1,1,1
1450Veh,Smad3,Smad3,1870.890625,840.859375,32.5,TRUE,281487861738716,cpjjigcm-1,1,1
1450Veh,Smad3,Smad3,1871.203125,842.734375,40,TRUE,281487861807512,cpjjigcm-1,1,1
1450Veh,Smad3,Smad3,1874.671875,927.1875,40,TRUE,281487861738788,cndlmeok-1,1,1
1450Veh,Smad3,Smad3,1876.265625,1354.28125,40,TRUE,281487861738812,caofikfp-1,1,1
1450Veh,Smad3,Smad3,1876.640625,2494.203125,40,TRUE,281556581707760,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1878.140625,1402.609375,40,TRUE,281487861738853,nmhlbkim-1,1,1
1450Veh,Smad3,Smad3,1880.171875,2959.25,40,TRUE,281582351127581,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1880.9375,3210.421875,40,TRUE,281582351122436,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1883.359375,2183,40,TRUE,281522221754255,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1888.15625,1802.78125,33.25,TRUE,281522221603764,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1889.09375,1445.65625,40,TRUE,281487861861879,cappfeim-1,1,1
1450Veh,Smad3,Smad3,1893.046875,2532.875,34.25,TRUE,281556581867933,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1893.4375,2663.21875,35,TRUE,281556581573124,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1895.375,1782.71875,40,TRUE,281522221603773,idcfacbj-1,1,1
1450Veh,Smad3,Smad3,1897.640625,1589.71875,40,TRUE,281522221476906,bpopcccj-1,1,1
1450Veh,Smad3,Smad3,1899.375,2719.984375,40,TRUE,281556581309828,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1900.09375,3158.25,40,TRUE,281582351128280,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1900.734375,1737.421875,40,TRUE,281522221470760,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1901.609375,1738.8125,40,TRUE,281522221754316,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1907.3125,1790.328125,40,TRUE,281522221603793,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1915.390625,3322.015625,40,TRUE,281582351128790,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1916.96875,2153.015625,32.5,TRUE,281522221477137,kjgbnljd-1,1,1
1450Veh,Smad3,Smad3,1923.296875,1787.140625,40,TRUE,281522221754412,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1924.78125,2411.34375,40,TRUE,281556581573234,kkajpgap-1,1,1
1450Veh,Smad3,Smad3,1926.953125,2956.53125,34.75,TRUE,281582351650464,ggjcppgc-1,1,1
1450Veh,Smad3,Smad3,1928.75,2477.140625,40,TRUE,281556581310833,kjphdpgm-1,1,1
1450Veh,Smad3,Smad3,1928.8125,1146,32.75,TRUE,281487862008199,bligomcp-1,1,1
1450Veh,Smad3,Smad3,1928.921875,881.09375,40,TRUE,281487861740263,cphiljnd-1,1,1
1450Veh,Smad3,Smad3,1929.46875,2476.671875,33.5,TRUE,281556581302211,kjphdpgm-1,1,1
1450Veh,Smad3,Smad3,1931.1875,1789.71875,40,TRUE,281522221477331,idgggkpe-1,1,1
1450Veh,Smad3,Smad3,1934.59375,1470.234375,33.5,TRUE,281522221477370,cbchlfgj-1,1,1
1450Veh,Smad3,Smad3,1936.203125,1569.03125,40,TRUE,281522221541870,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1938.265625,3027.625,34.5,TRUE,281582351129608,mpmpmkie-1,1,1
1450Veh,Smad3,Smad3,1942.015625,1476.5625,40,TRUE,281522221743739,cbcgmmio-1,1,1
1450Veh,Smad3,Smad3,1943.6875,3014.4375,33,TRUE,281582351562414,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1947.171875,1474.84375,34.25,TRUE,281522221754518,cbcgmmio-1,1,1
1450Veh,Smad3,Smad3,1947.84375,1476.625,40,TRUE,281522221754523,cbcgmmio-1,1,1
1450Veh,Smad3,Smad3,1948.109375,2421.328125,40,TRUE,281556581843870,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1948.84375,2596.015625,40,TRUE,281556581843875,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1957.671875,2894.828125,34.75,TRUE,281556581302300,gjdlemoa-1,1,1
1450Veh,Smad3,Smad3,1959.625,801.234375,40,TRUE,281487862008290,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1960.984375,2847.953125,40,TRUE,281556581868511,gjgkceia-1,1,1
1450Veh,Smad3,Smad3,1962.140625,2426.046875,40,TRUE,281556581868534,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1964.578125,3124.6875,34.75,TRUE,281582351650515,gidkdkgm-1,1,1
1450Veh,Smad3,Smad3,1973.0625,1354.53125,34.25,TRUE,281487861975996,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1975.21875,1193.515625,34.25,TRUE,281487861976008,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1976.984375,1516.921875,40,TRUE,281522221603873,bopcdmep-1,1,1
1450Veh,Smad3,Smad3,1977.53125,1518.421875,40,TRUE,281522221470826,bopcdmep-1,1,1
1450Veh,Smad3,Smad3,1977.796875,2945.859375,24.75,TRUE,281582351122595,ggfnhopj-1,1,1
1450Veh,Smad3,Smad3,1978.25,3168.5625,40,TRUE,281582351131042,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1978.359375,1472.484375,34.5,TRUE,281522221743776,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1980.828125,2943.84375,40,TRUE,281582351131131,ggfnhopj-1,1,1
1450Veh,Smad3,Smad3,1980.890625,1521.71875,40,TRUE,281522221477935,bopcdmep-1,1,1
1450Veh,Smad3,Smad3,1982.03125,1521.515625,34.75,TRUE,281522221477950,bopcdmep-1,1,1
1450Veh,Smad3,Smad3,1984.171875,2477.53125,40,TRUE,281556581312814,kjofjagh-1,1,1
1450Veh,Smad3,Smad3,1984.671875,1440.34375,40,TRUE,281487861976077,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1990.671875,1613.5625,40,TRUE,281522221604583,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1993.671875,2615.28125,40,TRUE,281556581302400,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,1995.25,1657.328125,40,TRUE,281522221478118,bpdceehp-1,1,1
1450Veh,Smad3,Smad3,1996.71875,2474.5,40,TRUE,281556581313324,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2006.90625,1347.359375,30,TRUE,281487862008453,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2010.34375,3501.234375,34.75,TRUE,281582351132213,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2018.671875,2888.59375,40,TRUE,281582351582677,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2022.234375,3117.28125,40,TRUE,281582351132652,gikngeln-1,1,1
1450Veh,Smad3,Smad3,2027.171875,2649.28125,40,TRUE,281556581314523,oiejnfii-1,1,1
1450Veh,Smad3,Smad3,2028.015625,3362.03125,40,TRUE,281582351132913,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2028.390625,3483.703125,40,TRUE,281582351132920,afackpcn-1,1,1
1450Veh,Smad3,Smad3,2028.859375,2438.015625,40,TRUE,281556581302482,kkbjlghf-1,1,1
1450Veh,Smad3,Smad3,2029.078125,2655.84375,31.5,TRUE,281556581919031,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2029.515625,2443.90625,33.5,TRUE,281556581447609,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2034.953125,1781.96875,40,TRUE,281522221470859,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2035.796875,1666.65625,34,TRUE,281522221478529,cacodpnb-1,1,1
1450Veh,Smad3,Smad3,2047.71875,2563.875,34.25,TRUE,281556581869259,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2049.28125,2471.359375,40,TRUE,281556581709565,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2053.40625,745,33.75,TRUE,281487862008593,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2053.609375,745.6875,40,TRUE,281487861742829,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2053.78125,2702.8125,40,TRUE,281556581709617,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2053.9375,1220.78125,40,TRUE,281487861742842,ahfnnaop-1,1,1
1450Veh,Smad3,Smad3,2057.171875,3215.40625,40,TRUE,281582351122702,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2060.125,2369.671875,40,TRUE,281556581315936,kjjjpjmc-1,1,1
1450Veh,Smad3,Smad3,2060.328125,1848.546875,33.5,TRUE,281522221478823,ickhfcfa-1,1,1
1450Veh,Smad3,Smad3,2061.25,1370.203125,40,TRUE,281487861743014,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2062.1875,1503.046875,34.75,TRUE,281522221478850,cagiekgj-1,1,1
1450Veh,Smad3,Smad3,2062.265625,3135.796875,40,TRUE,281582351582988,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2062.484375,2572.546875,40,TRUE,281556581302587,hfajffhj-1,1,1
1450Veh,Smad3,Smad3,2065.65625,3153.4375,40,TRUE,281582351583020,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2068.375,3151.59375,40,TRUE,281582351134523,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2072.03125,3159.96875,40,TRUE,281582351364956,UNASSIGNED,1,1
1450Veh,Smad3,Smad3,2072.90625,3119.359375,40,TRUE,281582351134719,gigiiipp-1,1,1
